student_id,weak_kcs,n_weak,weakest_5,related_kcs
user12359,,0,geometry;graphs;trees;Tree DFS;Segment Tree,
user1236,Connected Components;graphs,2,graphs;Connected Components;DFS;Bipartite Graph Check;Tree DFS,BFS;DFS
user12361,,0,geometry;graphs;Hash Map;dp;data structures,
user12363,,0,graphs;data structures;trees;geometry;Priority Queue,
user12365,,0,geometry;graphs;Hash Map;Priority Queue;hashing,
user12367,flows,1,flows;graph matchings;graphs;Bipartite Graph Check;Connected Components,graphs;shortest paths
user12371,,0,dp;Simulation;Divisors;sortings;Brute Force Enumeration,
user12372,,0,Priority Queue;graphs;2D DP;dp;data structures,
user12375,,0,graphs;Brute Force Enumeration;Simulation;dsu;dp,
user12376,,0,graphs;shortest paths;dsu;Dijkstra;Cycle Detection,
user12378,graphs,1,graphs;geometry;trees;graph matchings;2-sat,
user1238,,0,geometry;graphs;Monotonic Stack;Hash Map;data structures,
user12382,DFS;divide and conquer;graphs;trees,4,graphs;trees;divide and conquer;DFS;flows,Graph Representation;data structures;dp
user12386,graphs,1,graphs;Polygon Area;geometry;dp;Priority Queue,
user12388,flows;graphs,2,graphs;flows;Max Flow;DFS;trees,shortest paths
user12389,,0,graphs;geometry;dp;String Hashing;1D DP,
user1239,graphs;shortest paths,2,shortest paths;graphs;Strongly Connected Components;trees;data structures,
user12390,,0,divide and conquer;graphs;dp;data structures;binary search,
user12391,graphs;shortest paths;trees,3,graphs;shortest paths;trees;flows;DFS,data structures
user12393,flows;graphs,2,flows;graphs;Binary Lifting;graph matchings;geometry,shortest paths
user12399,DFS;flows;graphs,3,graphs;flows;DFS;Bipartite Graph Check;Max Flow,Graph Representation;shortest paths
user124,,0,graphs;shortest paths;dsu;trees;dp,
user1240,,0,graphs;Bipartite Graph Check;DFS;shortest paths;trees,
user12401,shortest paths,1,shortest paths;Polygon Area;graphs;divide and conquer;trees,graphs
user12402,graphs;shortest paths,2,graphs;shortest paths;Topological Sort;trees;Connected Components,
user12403,graphs,1,graphs;data structures;geometry;trees;Brute Force Enumeration,
user12405,graphs,1,graphs;geometry;DFS;data structures;trees,
user12408,,0,dp;Hash Map;data structures;hashing;1D DP,
user12409,,0,flows;Graph Representation;Hash Map;graphs;dp,
user12412,DFS;flows;geometry,3,DFS;geometry;flows;Min Cut;Polygon Area,Graph Representation;graphs;shortest paths
user12414,shortest paths,1,shortest paths;trees;graphs;geometry;Priority Queue,graphs
user12415,,0,geometry;flows;graphs;trees;Priority Queue,
user12416,graphs;shortest paths;trees,3,graphs;trees;shortest paths;Tree DFS;DFS,data structures
user12417,flows;graphs;shortest paths,3,flows;graphs;shortest paths;geometry;Polygon Area,
user12418,,0,graphs;graph matchings;geometry;divide and conquer;DFS,
user1242,flows;graphs;shortest paths,3,flows;graphs;shortest paths;2-sat;Max Flow,
user12420,graphs,1,graphs;data structures;Priority Queue;DFS;Connected Components,
user12421,,0,geometry;divide and conquer;Connected Components;DFS;graphs,
user12422,DFS;Fenwick Tree;flows;graphs;shortest paths;trees,6,graphs;shortest paths;trees;DFS;flows,Graph Representation;data structures;sortings
user12423,Convex Hull;Distance Between Points;Line Intersection;Max Flow;Orientation Test;Polygon Area;flows;geometry;graph matchings,9,Line Intersection;Orientation Test;Polygon Area;geometry;graph matchings,Priority Queue;graphs;math;shortest paths;sortings
user12425,,0,geometry;graphs;trees;shortest paths;Tree DFS,
user12427,,0,graphs;shortest paths;trees;data structures;BFS,
user12428,flows,1,flows;graph matchings;DFS;graphs;Priority Queue,graphs;shortest paths
user12429,geometry,1,geometry;trees;Tree DFS;graphs;shortest paths,
user12430,Tree DFS;graphs;shortest paths;trees,4,shortest paths;graphs;trees;Tree DFS;Connected Components,DFS;data structures
user12431,,0,geometry;dp;data structures;graphs;Simulation,
user12432,graphs;shortest paths,2,shortest paths;graphs;trees;Connected Components;Tree DFS,
user12434,graphs,1,graphs;graph matchings;flows;Cycle Detection;DFS,
user12435,geometry,1,geometry;Bipartite Graph Check;Distance Between Points;shortest paths;graphs,
user12437,graphs,1,graphs;geometry;shortest paths;DFS;Tree DFS,
user12438,,0,graphs;flows;Connected Components;divide and conquer;geometry,
user12440,Max Flow;flows;graphs;shortest paths,4,flows;Max Flow;shortest paths;graphs;graph matchings,Priority Queue
user12441,graphs;trees,2,graphs;trees;Tree DFS;data structures;Connected Components,data structures
user12442,,0,brute force;dp;implementation;two pointers;number theory,
user12443,2-sat;Max Flow;Strongly Connected Components;flows,4,2-sat;Max Flow;Strongly Connected Components;flows;graphs,BFS;Priority Queue;graphs;shortest paths
user12447,,0,Simulation;dp;interactive;two pointers;State Simulation,
user12448,,0,dp;Digit DP;number theory;Simulation;1D DP,
user12449,,0,graphs;trees;geometry;Tree DFS;Bipartite Graph Check,
user1245,graphs,1,graphs;geometry;Polygon Area;data structures;Hash Map,
user12452,,0,shortest paths;graphs;graph matchings;2-sat;trees,
user12453,,0,geometry;flows;graphs;trees;data structures,
user12454,,0,data structures;flows;graphs;dp;Prefix Sum,
user12457,,0,geometry;shortest paths;graphs;Distance Between Points;trees,
user12458,Tree DFS;graphs;shortest paths;trees,4,graphs;trees;shortest paths;Tree DFS;graph matchings,DFS;data structures
user12459,flows;graph matchings,2,graph matchings;flows;shortest paths;graphs;Bipartite Graph Check,graphs;shortest paths
user1246,Connected Components;DFS;flows;graphs,4,graphs;flows;Connected Components;DFS;graph matchings,BFS;Graph Representation;shortest paths
user12460,Tree DFS;graphs;trees,3,graphs;trees;Tree DFS;DFS;flows,DFS;data structures
user12461,geometry;graphs,2,graphs;geometry;graph matchings;2-sat;Tree DFS,
user12462,,0,geometry;Distance Between Points;graphs;Interval DP;Priority Queue,
user12463,,0,data structures;Hash Map;graphs;Brute Force Enumeration;dp,
user12465,Binary Lifting;Sparse Table;graphs;shortest paths;trees,5,trees;shortest paths;Binary Lifting;Sparse Table;graphs,Tree DFS;data structures
user12466,graphs,1,graphs;Tree DFS;DFS;trees;data structures,
user12467,,0,geometry;shortest paths;graphs;2-sat;Strongly Connected Components,
user12468,graphs,1,graphs;shortest paths;Bipartite Graph Check;divide and conquer;graph matchings,
user12469,,0,data structures;Tree Diameter;BFS;hashing;graphs,
user12470,,0,flows;Max Flow;geometry;graphs;two pointers,
user12471,,0,graphs;geometry;trees;brute force;data structures,
user12472,,0,Knapsack;number theory;dp;data structures;Simulation,
user12473,,0,Tree DFS;graphs;trees;divide and conquer;Fenwick Tree,
user12474,,0,Prefix Sum;brute force;constructive algorithms;greedy;math,
user12477,,0,geometry;graphs;Bipartite Graph Check;Tree DFS;shortest paths,
user12479,2-sat;Bipartite Graph Check;Convex Hull;Line Intersection;Max Flow;Orientation Test;flows;graph matchings;graphs;shortest paths,10,Line Intersection;Orientation Test;graph matchings;flows;2-sat,BFS;DFS;Distance Between Points;Priority Queue;Strongly Connected Components;sortings
user1248,,0,Monotonic Stack;graphs;shortest paths;Hash Map;BFS,
user12481,,0,data structures;Prefix Sum;dp;1D DP;State Simulation,
user12482,,0,Distance Between Points;Bipartite Graph Check;graphs;Binary Search on Answer;binary search,
user12483,,0,geometry;graphs;Hash Map;data structures;dp,
user12484,flows;geometry;graph matchings;graphs,4,geometry;graph matchings;flows;graphs;Max Flow,shortest paths
user12485,,0,geometry;graphs;Priority Queue;Hash Map;dsu,
user12486,,0,binary search;hashing;brute force;two pointers;greedy,
user12487,flows,1,flows;Orientation Test;Max Flow;graph matchings;Distance Between Points,graphs;shortest paths
user12488,,0,geometry;Polygon Area;graphs;data structures;Graph Representation,
user1249,,0,geometry;graphs;dp;data structures;1D DP,
user12490,,0,strings;Greedy Sorting;Brute Force Enumeration;constructive algorithms;Modular Arithmetic,
user12491,,0,graphs;bitmasks;Simulation;constructive algorithms;Brute Force Enumeration,
user12492,graphs,1,graphs;shortest paths;Floyd-Warshall;geometry;dsu,
user12493,,0,data structures;Stack;dp;Hash Map;Bitmask Enumeration,
user12494,,0,Hash Map;brute force;dp;two pointers;implementation,
user12495,,0,geometry;graphs;dp;constructive algorithms;Simulation,
user12497,graphs,1,graphs;Connected Components;Priority Queue;trees;data structures,
user12498,divide and conquer;flows;graphs;shortest paths,4,flows;shortest paths;graphs;divide and conquer;2-sat,dp
user125,,0,DFS;graphs;trees;Connected Components;data structures,
user1250,,0,flows;Graph Representation;graphs;geometry;Stack,
user12504,,0,geometry;graphs;Hash Map;dp;2D DP,
user12505,Graph Representation;graphs;shortest paths;trees,4,graphs;shortest paths;Graph Representation;trees;Polygon Area,data structures
user12507,,0,Simulation;constructive algorithms;Brute Force Enumeration;brute force;GCD,
user12508,graphs,1,graphs;shortest paths;Cycle Detection;Graph Representation;DFS,
user12509,,0,Polygon Area;geometry;graphs;Distance Between Points;data structures,
user1251,flows;geometry;graph matchings;graphs,4,graphs;geometry;graph matchings;flows;trees,shortest paths
user12510,,0,data structures;Distance Between Points;Hash Map;graphs;dp,
user12511,,0,data structures;dp;Simulation;binary search;implementation,
user12512,,0,graphs;geometry;flows;Graph Representation;Topological Sort,
user12514,,0,data structures;Prefix Sum;Binary Search on Array;two pointers;Difference Array,
user12516,,0,graphs;Connected Components;geometry;data structures;Graph Representation,
user12519,,0,graphs;flows;dsu;two pointers;data structures,
user1252,shortest paths,1,shortest paths;Floyd-Warshall;graphs;Topological Sort;flows,graphs
user12520,graphs,1,graphs;graph matchings;flows;Strongly Connected Components;shortest paths,
user12521,flows;geometry;graphs,3,graphs;flows;geometry;shortest paths;Strongly Connected Components,shortest paths
user12522,,0,geometry;Hash Map;graphs;Priority Queue;shortest paths,
user12523,divide and conquer;graphs,2,divide and conquer;graphs;graph matchings;Strongly Connected Components;Binary Lifting,dp
user12524,,0,Polygon Area;graphs;geometry;Stack;data structures,
user12525,,0,graphs;geometry;trees;data structures;Tree DFS,
user12526,,0,Priority Queue;graphs;dsu;Hash Map;data structures,
user12527,,0,geometry;trees;graphs;shortest paths;Hash Map,
user12528,,0,shortest paths;geometry;graphs;Interval DP;data structures,
user12529,graphs,1,graphs;Tree DFS;trees;dsu;Stack,
user1253,,0,graphs;shortest paths;geometry;Floyd-Warshall;Priority Queue,
user12531,,0,graphs;geometry;data structures;Hash Map;dp,
user12533,,0,graph matchings;flows;dp;Brute Force Enumeration;trees,
user12534,,0,data structures;State Simulation;dp;two pointers;Binary Search on Answer,
user12535,,0,Tree DFS;graphs;Bipartite Graph Check;shortest paths;trees,
user12537,,0,graphs;shortest paths;data structures;geometry;trees,
user12538,,0,geometry;flows;shortest paths;graph matchings;graphs,
user1254,,0,data structures;two pointers;dp;binary search;brute force,
user12540,,0,geometry;dp;Hash Map;Tree DP;trees,
user12541,,0,graphs;DFS;Bipartite Graph Check;Tree DFS;geometry,
user12542,graphs,1,graphs;2-sat;data structures;Tree DFS;trees,
user12545,,0,graphs;Bipartite Graph Check;geometry;shortest paths;Connected Components,
user12546,DFS;divide and conquer;graphs;shortest paths;trees,5,shortest paths;graphs;trees;DFS;divide and conquer,Graph Representation;data structures;dp
user12547,flows;graph matchings,2,graph matchings;flows;geometry;graphs;Bipartite Graph Check,graphs;shortest paths
user12548,Max Flow;flows;graphs,3,graphs;flows;Max Flow;graph matchings;Orientation Test,Priority Queue;shortest paths
user12549,Max Flow;flows,2,flows;Max Flow;DFS;graphs;brute force,Priority Queue;graphs;shortest paths
user1255,,0,Binary Search on Answer;data structures;Stack;binary search;Bitmask Enumeration,
user12550,trees,1,trees;graphs;geometry;Hash Map;Bitmask Enumeration,data structures;graphs
user12553,,0,graphs;shortest paths;geometry;DFS;Connected Components,
user12554,geometry,1,geometry;flows;shortest paths;graphs;BFS,
user12555,,0,geometry;graphs;Connected Components;shortest paths;dp,
user12556,,0,shortest paths;Distance Between Points;graphs;BFS;Connected Components,
user12558,geometry,1,geometry;Polygon Area;Distance Between Points;flows;shortest paths,
user1256,,0,geometry;Distance Between Points;graphs;trees;Connected Components,
user12560,,0,shortest paths;graphs;BFS;Priority Queue;data structures,
user12561,graphs,1,graphs;flows;2-sat;shortest paths;Strongly Connected Components,
user12563,,0,flows;Max Flow;Distance Between Points;Bipartite Graph Check;dsu,
user12564,,0,data structures;dp;brute force;two pointers;Stack,
user12568,Connected Components;DFS;flows;graphs,4,DFS;flows;Connected Components;graphs;2-sat,BFS;Graph Representation;shortest paths
user12569,geometry,1,geometry;Distance Between Points;graphs;Strongly Connected Components;DFS,
user1257,,0,geometry;BFS;shortest paths;graphs;Strongly Connected Components,
user12571,,0,graphs;geometry;Line Intersection;BFS;Distance Between Points,
user12573,,0,graphs;data structures;dp;trees;Stack,
user12575,,0,graphs;shortest paths;Hash Map;data structures;dsu,
user12577,graphs,1,graphs;dsu;data structures;dp;Bitmask Enumeration,
user12578,divide and conquer,1,divide and conquer;shortest paths;graphs;flows;Floyd-Warshall,dp;graphs
user1258,,0,graphs;dp;games;Hash Map;number theory,
user12580,,0,graphs;number theory;dp;Binary Search on Array;1D DP,
user12581,,0,trees;graphs;Lowest Common Ancestor;Tree DFS;data structures,
user12582,,0,divide and conquer;shortest paths;graphs;trees;geometry,
user12583,graphs,1,graphs;trees;Connected Components;Tree DP;dp,
user12584,divide and conquer;graphs,2,graphs;divide and conquer;2-sat;Strongly Connected Components;geometry,dp
user12586,DFS;geometry;graphs;shortest paths,4,graphs;DFS;geometry;shortest paths;flows,Graph Representation
user12587,,0,Distance Between Points;divide and conquer;graphs;Cycle Detection;Tree DFS,
user12588,DFS;graphs;shortest paths,3,graphs;shortest paths;DFS;flows;graph matchings,Graph Representation
user1259,graphs;shortest paths,2,shortest paths;graphs;Bitmask Enumeration;bitmasks;dsu,
user12590,divide and conquer;trees,2,trees;divide and conquer;data structures;Monotonic Stack;Brute Force Enumeration,data structures;dp;graphs
user12592,DFS;divide and conquer;graphs;trees,4,graphs;DFS;divide and conquer;trees;graph matchings,Graph Representation;data structures;dp
user12593,,0,geometry;brute force;two pointers;data structures;binary search,
user12594,graphs,1,graphs;flows;Connected Components;dp;trees,
user12595,,0,graphs;geometry;data structures;dsu;Brute Force Enumeration,
user12596,geometry,1,geometry;graphs;shortest paths;Connected Components;Distance Between Points,
user12597,,0,geometry;graphs;divide and conquer;fft;Hash Map,
user12599,DFS;divide and conquer;graphs;shortest paths;trees,5,graphs;shortest paths;divide and conquer;DFS;trees,Graph Representation;data structures;dp
user1260,,0,geometry;shortest paths;Polygon Area;data structures;dp,
user12600,graph matchings;shortest paths,2,shortest paths;graph matchings;flows;graphs;2-sat,graphs
user12601,flows,1,flows;Max Flow;graphs;Bipartite Graph Check;graph matchings,graphs;shortest paths
user12602,graphs,1,graphs;Line Intersection;Polygon Area;Bipartite Graph Check;graph matchings,
user12604,flows;shortest paths,2,flows;shortest paths;graphs;geometry;Topological Sort,graphs
user12605,Distance Between Points;geometry,2,geometry;Distance Between Points;Line Intersection;graphs;Bipartite Graph Check,math
user12609,graphs,1,graphs;Topological Sort;trees;Floyd-Warshall;Strongly Connected Components,
user1261,,0,data structures;dp;Simulation;ternary search;Brute Force Enumeration,
user12612,graphs;shortest paths;trees,3,graphs;trees;shortest paths;geometry;Polygon Area,data structures
user12613,,0,geometry;Monotonic Queue;Priority Queue;Hash Map;graphs,
user12615,,0,graphs;DFS;Connected Components;data structures;bitmasks,
user12616,,0,graphs;Graph Representation;data structures;trees;brute force,
user12618,Bipartite Graph Check;flows;graphs,3,graphs;flows;Bipartite Graph Check;2-sat;graph matchings,BFS;DFS;shortest paths
user12619,,0,2-sat;graphs;Strongly Connected Components;Hash Map;2D DP,
user12621,graphs,1,graphs;Polygon Area;trees;Distance Between Points;geometry,
user12622,,0,graphs;Tree DFS;trees;Brute Force Enumeration;Binary Search on Array,
user12624,,0,graphs;geometry;Bipartite Graph Check;DFS;Distance Between Points,
user12625,divide and conquer;flows;graphs,3,graphs;flows;divide and conquer;shortest paths;geometry,dp;shortest paths
user12626,,0,flows;geometry;trees;divide and conquer;graphs,
user12628,,0,divide and conquer;dp;dsu;bitmasks;data structures,
user1263,graphs;shortest paths;trees,3,graphs;shortest paths;trees;geometry;DFS,data structures
user12630,,0,Stack;dp;data structures;Binary Search on Answer;binary search,
user12631,,0,geometry;trees;graphs;Monotonic Stack;Hash Map,
user12632,,0,dp;2D DP;graphs;Prefix Sum;brute force,
user12634,,0,graphs;trees;dsu;bitmasks;brute force,
user12636,,0,geometry;dp;1D DP;Simulation;strings,
user12637,,0,geometry;data structures;graphs;Hash Map;Simulation,
user1264,,0,graphs;trees;Tree DFS;shortest paths;DFS,
user12640,geometry,1,geometry;graphs;trees;DFS;Connected Components,
user12641,,0,data structures;graphs;dp;implementation;Simulation,
user12642,graphs,1,graphs;geometry;Distance Between Points;Cycle Detection;two pointers,
user12643,divide and conquer;flows;graphs;trees,4,graphs;flows;trees;divide and conquer;2-sat,data structures;dp;shortest paths
user12644,,0,dp;Brute Force Enumeration;brute force;constructive algorithms;Simulation,
user12647,flows;graphs;shortest paths,3,graphs;flows;shortest paths;Polygon Area;graph matchings,
user12648,,0,trees;graphs;shortest paths;flows;Max Flow,
user12649,,0,geometry;graphs;Distance Between Points;Tree DFS;trees,
user1265,flows;graphs;shortest paths,3,graphs;flows;shortest paths;geometry;trees,
user12653,,0,geometry;flows;graph matchings;Distance Between Points;Connected Components,
user12654,,0,geometry;graphs;Distance Between Points;trees;Connected Components,
user12655,shortest paths,1,shortest paths;flows;graphs;Strongly Connected Components;Distance Between Points,graphs
user12656,,0,graphs;trees;Graph Representation;shortest paths;DFS,
user12657,geometry,1,geometry;Orientation Test;DFS;Distance Between Points;flows,
user12658,,0,dsu;Brute Force Enumeration;dp;Binary Search on Array;binary search,
user12659,,0,geometry;graphs;dp;ternary search;Divisors,
user12660,,0,geometry;shortest paths;graphs;BFS;dsu,
user12661,,0,flows;Line Intersection;graph matchings;geometry;Convex Hull,
user12662,,0,geometry;graphs;data structures;DFS;trees,
user12663,,0,Min Cut;flows;trees;graph matchings;divide and conquer,
user12664,,0,graphs;trees;DFS;Binary Lifting;Connected Components,
user12665,graphs,1,graphs;Polygon Area;flows;geometry;shortest paths,
user12666,,0,graphs;shortest paths;Bipartite Graph Check;graph matchings;geometry,
user12668,,0,graphs;Graph Representation;Priority Queue;geometry;Polygon Area,
user12669,geometry,1,geometry;Line Intersection;Distance Between Points;Bipartite Graph Check;Strongly Connected Components,
user12671,divide and conquer;graphs;shortest paths,3,shortest paths;graphs;divide and conquer;Orientation Test;Bipartite Graph Check,dp
user12672,graphs;trees,2,graphs;trees;shortest paths;Fenwick Tree;geometry,data structures
user12673,,0,geometry;Simulation;dp;number theory;greedy,
user12674,flows,1,flows;geometry;Distance Between Points;graph matchings;Bipartite Graph Check,graphs;shortest paths
user12675,flows,1,flows;Bipartite Graph Check;graphs;shortest paths;Tree DFS,graphs;shortest paths
user12676,,0,binary search;Binary Search on Array;math;State Simulation;sortings,
user12677,graphs;shortest paths,2,graphs;shortest paths;Polygon Area;geometry;graph matchings,
user12679,graphs,1,graphs;geometry;shortest paths;data structures;dp,
user1268,Max Flow;flows;geometry;graph matchings;graphs;shortest paths,6,graph matchings;flows;shortest paths;geometry;graphs,Priority Queue
user12680,,0,Bipartite Graph Check;graphs;shortest paths;DFS;Tree DFS,
user12681,graphs,1,graphs;Tree DFS;geometry;trees;2-sat,
user12682,graphs,1,graphs;flows;data structures;Distance Between Points;divide and conquer,
user12683,graphs,1,graphs;geometry;Polygon Area;trees;Binary Lifting,
user12685,Polygon Area;geometry,2,geometry;Polygon Area;graphs;trees;two pointers,Distance Between Points
user12686,2-sat;DFS;geometry;graph matchings;graphs;trees,6,graph matchings;graphs;DFS;2-sat;trees,Graph Representation;Strongly Connected Components;data structures
user12687,,0,geometry;graphs;Tree DFS;trees;Hash Map,
user12689,,0,geometry;Polygon Area;flows;graphs;Tree Diameter,
user12691,flows;geometry;graphs,3,geometry;flows;graphs;Polygon Area;graph matchings,shortest paths
user12692,,0,geometry;Polygon Area;graphs;data structures;dp,
user12693,,0,flows;Polygon Area;graphs;geometry;Connected Components,
user12694,,0,graphs;data structures;dp;Hash Map;geometry,
user12695,graphs,1,graphs;flows;geometry;Cycle Detection;trees,
user12697,flows;geometry;graph matchings,3,geometry;graph matchings;flows;DFS;Distance Between Points,graphs;shortest paths
user12698,,0,graphs;trees;dsu;hashing;String Hashing,
user12699,,0,data structures;dp;Bitmask Enumeration;bitmasks;sortings,
user1270,,0,Connected Components;geometry;graphs;Bipartite Graph Check;trees,
user12701,Bipartite Graph Check;DFS;flows;graph matchings;graphs;shortest paths,6,graph matchings;graphs;shortest paths;flows;DFS,BFS;Graph Representation
user12702,,0,graphs;data structures;Hash Map;geometry;dp,
user12703,,0,geometry;Polygon Area;dp;data structures;Brute Force Enumeration,
user12705,geometry;graphs,2,geometry;graphs;data structures;Hash Map;Monotonic Stack,
user12707,,0,graphs;DFS;Bipartite Graph Check;trees;Brute Force Enumeration,
user12708,graphs,1,graphs;flows;dp;dsu;brute force,
user12709,flows;graphs;shortest paths,3,graphs;shortest paths;flows;geometry;Max Flow,
user1271,,0,graphs;divide and conquer;Tree DFS;trees;Connected Components,
user12711,DFS;flows;graphs,3,flows;graphs;DFS;shortest paths;Bipartite Graph Check,Graph Representation;shortest paths
user12712,graphs,1,graphs;flows;shortest paths;DFS;Tree DFS,
user12713,graphs,1,graphs;trees;geometry;Binary Lifting;Connected Components,
user12714,,0,flows;graphs;Distance Between Points;geometry;data structures,
user12715,flows;graphs;shortest paths,3,flows;shortest paths;graphs;Max Flow;trees,
user12716,,0,shortest paths;graphs;BFS;Bipartite Graph Check;Graph Representation,
user12717,,0,Hash Map;binary search;Binary Search on Answer;Simulation;sortings,
user12718,geometry;graphs,2,graphs;geometry;trees;data structures;Bitmask Enumeration,
user12719,,0,binary search;bitmasks;dp;constructive algorithms;Brute Force Enumeration,
user1272,,0,flows;geometry;trees;graphs;Polygon Area,
user12720,,0,graphs;flows;geometry;divide and conquer;shortest paths,
user12722,,0,graph matchings;Line Intersection;flows;2-sat;geometry,
user12723,flows,1,flows;graph matchings;shortest paths;graphs;Bipartite Graph Check,graphs;shortest paths
user12724,,0,Difference Array;Hash Map;brute force;data structures;number theory,
user12725,,0,graphs;trees;dsu;dp;Hash Map,
user12727,graphs,1,graphs;geometry;Tree Diameter;BFS;trees,
user12728,,0,geometry;Polygon Area;Bipartite Graph Check;flows;Topological Sort,
user12729,,0,graphs;trees;geometry;dsu;Tree DP,
user1273,,0,graphs;flows;shortest paths;trees;dsu,
user12730,,0,Tree DFS;graphs;Interval DP;Priority Queue;trees,
user12731,Tree DFS;graphs;trees,3,graphs;trees;Tree DFS;flows;Graph Representation,DFS;data structures
user12733,,0,graphs;Bipartite Graph Check;Connected Components;data structures;DFS,
user12734,,0,geometry;2-sat;divide and conquer;graphs;Strongly Connected Components,
user12736,geometry,1,geometry;Distance Between Points;flows;Polygon Area;graphs,
user12737,Max Flow;flows;geometry;graph matchings,4,Max Flow;flows;geometry;graph matchings;Polygon Area,Priority Queue;graphs;shortest paths
user12738,graphs;shortest paths,2,graphs;shortest paths;geometry;graph matchings;DFS,
user12739,,0,flows;graph matchings;geometry;Bipartite Graph Check;graphs,
user12740,divide and conquer;graphs,2,graphs;divide and conquer;flows;geometry;Connected Components,dp
user12742,graphs;shortest paths,2,graphs;shortest paths;flows;Graph Representation;Queue,
user12744,,0,geometry;flows;Ordered Set;graphs;2D DP,
user12745,,0,brute force;dsu;graphs;Bitmask Enumeration;bitmasks,
user12746,,0,data structures;Brute Force Enumeration;dp;two pointers;binary search,
user1275,flows,1,flows;Max Flow;geometry;2-sat;shortest paths,graphs;shortest paths
user12756,,0,shortest paths;graphs;flows;Topological Sort;geometry,
user12757,,0,Polygon Area;graphs;geometry;shortest paths;Floyd-Warshall,
user12758,,0,geometry;2-sat;Strongly Connected Components;Topological Sort;2D DP,
user12759,geometry,1,geometry;flows;graphs;shortest paths;Polygon Area,
user1276,,0,geometry;Divisors;number theory;GCD;strings,
user12760,,0,graphs;geometry;Distance Between Points;dp;trees,
user12761,Connected Components;Orientation Test;graphs,3,Orientation Test;graphs;Connected Components;Graph Representation;Strongly Connected Components,BFS;DFS;Distance Between Points
user12764,graphs,1,graphs;trees;Tree DFS;Topological Sort;dp,
user12765,,0,geometry;graphs;Hash Map;Brute Force Enumeration;Priority Queue,
user12766,,0,geometry;Bitmask Enumeration;data structures;bitmasks;binary search,
user12767,graphs;trees,2,graphs;trees;dp;Tree DP;number theory,data structures
user12769,,0,Monotonic Stack;graphs;geometry;Topological Sort;DP on DAG,
user12770,geometry,1,geometry;flows;Polygon Area;Distance Between Points;Bipartite Graph Check,
user12773,graphs;shortest paths,2,shortest paths;graphs;trees;divide and conquer;BFS,
user12776,flows;graphs;shortest paths,3,shortest paths;flows;graphs;Polygon Area;2-sat,
user12777,,0,flows;graphs;trees;geometry;Tree Diameter,
user12778,geometry,1,geometry;flows;graphs;DFS;shortest paths,
user12779,,0,shortest paths;graphs;Connected Components;DFS;trees,
user12780,,0,graphs;flows;geometry;Hash Map;Distance Between Points,
user12783,,0,shortest paths;graphs;geometry;Polygon Area;two pointers,
user12784,,0,geometry;Polygon Area;flows;graphs;Connected Components,
user12786,,0,Polygon Area;geometry;graphs;trees;shortest paths,
user12790,,0,graphs;Connected Components;Tree DFS;trees;data structures,
user12791,graphs;shortest paths;trees,3,graphs;shortest paths;trees;Line Intersection;Connected Components,data structures
user12792,,0,geometry;trees;Tree DFS;graphs;Connected Components,
user12794,graphs,1,graphs;DFS;Tree DFS;data structures;trees,
user12796,,0,Cycle Detection;geometry;graphs;Tree Diameter;Bipartite Graph Check,
user12797,divide and conquer;graphs,2,divide and conquer;graphs;DFS;data structures;trees,dp
user12798,data structures;graphs,2,graphs;data structures;trees;two pointers;Segment Tree,
user12799,,0,graphs;trees;dsu;Hash Map;Prefix Sum,
user128,,0,trees;Tree DFS;graphs;geometry;Distance Between Points,
user1280,,0,Bipartite Graph Check;Interval DP;Connected Components;Priority Queue;graphs,
user12800,,0,geometry;graphs;Tree DFS;dp;trees,
user12801,,0,graphs;Binary Search on Array;binary search;Bitmask Enumeration;dp,
user12804,,0,shortest paths;graphs;geometry;BFS;trees,
user12805,Max Flow;Priority Queue;flows;graphs;shortest paths;trees,6,graphs;shortest paths;flows;trees;Max Flow,Queue;Stack;data structures
user12807,graphs;shortest paths;trees,3,shortest paths;graphs;trees;geometry;divide and conquer,data structures
user12809,,0,geometry;Distance Between Points;Hash Map;data structures;graphs,
user1281,divide and conquer;flows;graphs;shortest paths,4,shortest paths;graphs;flows;divide and conquer;Bipartite Graph Check,dp
user12810,,0,flows;shortest paths;geometry;Connected Components;graphs,
user12812,,0,dp;data structures;binary search;brute force;Simulation,
user12813,,0,geometry;flows;String Hashing;hashing;graphs,
user12815,,0,geometry;graphs;Hash Map;Tree DFS;Priority Queue,
user12816,,0,data structures;graphs;dp;Bitmask Enumeration;bitmasks,
user12817,,0,Graph Representation;data structures;graphs;Hash Map;shortest paths,
user12818,,0,geometry;Tree DFS;graphs;trees;Hash Map,
user12819,,0,dp;Simulation;Divisors;data structures;Custom Comparator Sorting,
user12821,geometry;graphs;shortest paths,3,geometry;graphs;shortest paths;Line Intersection;trees,
user12822,graphs,1,graphs;geometry;trees;Stack;Hash Map,
user12824,,0,geometry;shortest paths;graphs;Bitmask Enumeration;data structures,
user12826,,0,dp;data structures;two pointers;Brute Force Enumeration;Prefix Sum,
user12827,geometry,1,geometry;Polygon Area;Tree DFS;graphs;trees,
user12829,,0,graph matchings;graphs;Bipartite Graph Check;geometry;divide and conquer,
user1283,,0,graphs;geometry;dp;data structures;binary search,
user12830,,0,2-sat;Strongly Connected Components;graphs;data structures;divide and conquer,
