id,concepts,rating,tags,,,,,,,,,
1343-E,"[""BFS""]",2100,"[""brute force"",""graphs"",""greedy"",""shortest paths"",""sortings""]",,,,,,,,,
1343-F,"[""Segment Tree""]",2400,"[""brute force"",""constructive algorithms"",""data structures"",""greedy"",""implementation""]",,,,,,,,,
135-A,"[""Greedy Sorting""]",1300,"[""greedy"",""implementation"",""sortings""]",,,,,,,,,
135-B,"[""Distance Between Points""]",1600,"[""brute force"",""geometry"",""math""]",,,,,,,,,
135-C,"[""Interval DP"",""Simulation""]",1900,"[""constructive algorithms"",""games"",""greedy""]",,,,,,,,,
135-D,"[""Simulation""]",2500,"[""brute force"",""graphs"",""implementation""]",,,,,,,,,
135-E,"[""1D DP"",""Inclusion-Exclusion"",""Modular Arithmetic""]",3000,"[""combinatorics""]",,,,,,,,,
1352-B,"[""Modular Arithmetic"",""Simulation""]",1200,"[""constructive algorithms"",""math""]",,,,,,,,,
1352-C,"[""Binary Search on Answer"",""Modular Arithmetic""]",1200,"[""binary search"",""math""]",,,,,,,,,
1352-E,"[""Prefix Sum""]",1500,"[""brute force"",""implementation"",""two pointers""]",,,,,,,,,
1352-F,,1500,"[""constructive algorithms"",""graphs"",""math""]",,,,,,,,,
1353-A,"[""Modular Arithmetic"",""Simulation""]",800,"[""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
1353-B,,800,"[""greedy"",""sortings""]",,,,,,,,,
1353-C,"[""Distance Between Points""]",1000,"[""math""]",,,,,,,,,
1353-E,"[""1D DP"",""Greedy Sorting""]",1900,"[""brute force"",""dp"",""greedy""]",,,,,,,,,
1353-F,"[""2D DP""]",2200,"[""brute force"",""dp""]",,,,,,,,,
1362-A,,1000,"[""implementation""]",,,,,,,,,
1362-B,,1200,"[""bitmasks"",""brute force""]",,,,,,,,,
1362-C,"[""Bitmask Enumeration"",""Greedy Sorting""]",1400,"[""bitmasks"",""greedy"",""math""]",,,,,,,,,
1363-A,"[""1D DP""]",1200,"[""brute force"",""implementation"",""math""]",,,,,,,,,
1363-B,"[""Simulation"",""String Matching""]",1400,"[""implementation"",""strings""]",,,,,,,,,
1363-C,"[""Tree DFS""]",1600,"[""games"",""trees""]",,,,,,,,,
1363-D,"[""Binary Search on Answer"",""Simulation""]",2100,"[""binary search"",""implementation"",""interactive"",""math""]",,,,,,,,,
1363-E,"[""Tree DFS"",""Tree DP""]",2000,"[""dp"",""graphs"",""greedy"",""trees""]",,,,,,,,,
1363-F,"[""1D DP"",""String Matching""]",2600,"[""dp"",""strings""]",,,,,,,,,
1367-A,"[""Simulation"",""String Matching""]",800,"[""implementation"",""strings""]",,,,,,,,,
1367-B,,800,"[""greedy"",""math""]",,,,,,,,,
1367-C,"[""Simulation""]",1300,"[""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
1367-D,"[""Simulation""]",1800,"[""constructive algorithms"",""greedy"",""implementation"",""sortings""]",,,,,,,,,
1367-E,"[""Connected Components"",""Simulation""]",1900,"[""brute force"",""dp"",""graphs"",""greedy"",""number theory""]",,,,,,,,,
1367-F1,"[""Longest Increasing Subsequence"",""Simulation""]",2100,"[""dp"",""greedy"",""two pointers""]",,,,,,,,,
1367-F2,"[""Coordinate Compression"",""Longest Increasing Subsequence""]",2400,"[""binary search"",""data structures"",""dp"",""greedy"",""sortings"",""two pointers""]",,,,,,,,,
1372-B,"[""Divisors"",""LCM""]",1300,"[""greedy"",""math"",""number theory""]",,,,,,,,,
1372-C,"[""Permutations""]",1500,"[""constructive algorithms"",""math""]",,,,,,,,,
1372-D,"[""Sliding Window"",""Two Pointers on Sorted Array""]",2100,"[""brute force"",""dp"",""games"",""greedy""]",,,,,,,,,
1372-E,"[""2D DP""]",2900,"[""dp"",""greedy"",""two pointers""]",,,,,,,,,
1372-F,"[""Binary Search on Array""]",2700,"[""binary search"",""divide and conquer"",""interactive""]",,,,,,,,,
1373-A,"[""Brute Force Enumeration"",""Simulation""]",1000,"[""greedy"",""implementation"",""math""]",,,,,,,,,
1373-B,"[""Brute Force Enumeration"",""Simulation""]",900,"[""games""]",,,,,,,,,
1373-C,"[""Prefix Sum""]",1300,"[""math""]",,,,,,,,,
1373-D,"[""Prefix Sum"",""Simulation""]",1600,"[""divide and conquer"",""dp"",""greedy"",""implementation""]",,,,,,,,,
1373-E,"[""Digit DP""]",2200,"[""brute force"",""constructive algorithms"",""dp"",""greedy""]",,,,,,,,,
1373-F,,2400,"[""binary search"",""constructive algorithms"",""data structures"",""greedy""]",,,,,,,,,
1373-G,,2600,"[""data structures"",""divide and conquer"",""greedy""]",,,,,,,,,
138-A,,1600,"[""implementation""]",,,,,,,,,
138-B,,1900,"[""greedy""]",,,,,,,,,
138-C,,2200,"[""binary search"",""data structures"",""probabilities"",""sortings""]",,,,,,,,,
138-D,"[""2D DP"",""Bitmask DP""]",2500,"[""dp"",""games""]",,,,,,,,,
138-E,"[""1D DP"",""Sliding Window""]",2900,"[""brute force"",""dp"",""two pointers""]",,,,,,,,,
139-A,"[""Simulation""]",1000,"[""implementation""]",,,,,,,,,
139-B,"[""Simulation""]",1600,"[""implementation"",""math""]",,,,,,,,,
1392-A,,800,"[""greedy"",""math""]",,,,,,,,,
1392-B,"[""Simulation"",""State Simulation""]",800,"[""implementation"",""math""]",,,,,,,,,
1392-C,"[""Greedy Sorting"",""Simulation""]",1200,"[""greedy"",""implementation""]",,,,,,,,,
1392-D,"[""Greedy Sorting"",""Simulation""]",1700,"[""dp"",""greedy""]",,,,,,,,,
1392-E,"[""Bitmask Enumeration""]",2100,"[""bitmasks"",""constructive algorithms"",""interactive"",""math""]",,,,,,,,,
1392-F,,2400,"[""binary search"",""constructive algorithms"",""data structures"",""greedy"",""math""]",,,,,,,,,
1392-G,"[""Bitmask Enumeration"",""Simulation""]",2900,"[""bitmasks"",""dp"",""graphs"",""math"",""shortest paths""]",,,,,,,,,
1392-H,"[""1D DP"",""Expected Value""]",3000,"[""combinatorics"",""dp"",""math"",""probabilities""]",,,,,,,,,
1392-I,"[""Connected Components""]",3300,"[""fft"",""graphs"",""math""]",,,,,,,,,
1393-A,"[""Greedy Sorting""]",800,"[""greedy"",""math""]",,,,,,,,,
1393-B,"[""Hash Map"",""Simulation""]",1400,"[""constructive algorithms"",""data structures"",""greedy"",""implementation""]",,,,,,,,,
1393-C,,1700,"[""constructive algorithms"",""greedy"",""math"",""sortings""]",,,,,,,,,
1393-D,"[""2D DP""]",2100,"[""dp"",""graphs"",""implementation"",""shortest paths""]",,,,,,,,,
1393-E1,,2800,"[""dp"",""hashing"",""implementation"",""string suffix structures"",""strings""]",,,,,,,,,
1393-E2,"[""2D DP"",""String Matching""]",3200,"[""dp"",""hashing"",""implementation"",""string suffix structures"",""strings"",""two pointers""]",,,,,,,,,
1396-A,"[""Modular Arithmetic""]",1600,"[""constructive algorithms"",""greedy"",""number theory""]",,,,,,,,,
1396-B,"[""Brute Force Enumeration""]",1800,"[""brute force"",""constructive algorithms"",""games"",""greedy""]",,,,,,,,,
1396-C,"[""1D DP""]",2300,"[""dp"",""greedy"",""implementation""]",,,,,,,,,
1396-D,"[""Segment Tree"",""Two Pointers on Sorted Array""]",3300,"[""data structures"",""sortings"",""two pointers""]",,,,,,,,,
1396-E,"[""Tree DFS"",""Tree DP""]",3200,"[""constructive algorithms"",""graphs"",""trees""]",,,,,,,,,
1406-A,"[""Greedy Sorting""]",900,"[""greedy"",""implementation"",""math""]",,,,,,,,,
1406-B,"[""Brute Force Enumeration"",""Greedy Sorting""]",1200,"[""brute force"",""dp"",""greedy"",""implementation"",""sortings""]",,,,,,,,,
1406-C,"[""Tree DFS"",""Tree DP""]",1700,"[""constructive algorithms"",""graphs"",""trees""]",,,,,,,,,
1406-D,"[""Greedy Sorting"",""Segment Tree""]",2200,"[""constructive algorithms"",""data structures"",""greedy"",""math""]",,,,,,,,,
1406-E,"[""Prime Factorization"",""Prime Sieve""]",2600,"[""interactive"",""math"",""number theory""]",,,,,,,,,
1407-A,,1100,"[""constructive algorithms"",""math""]",,,,,,,,,
1407-B,,1300,"[""brute force"",""greedy"",""math"",""number theory""]",,,,,,,,,
1407-C,,1600,"[""constructive algorithms"",""interactive"",""math"",""two pointers""]",,,,,,,,,
1407-D,"[""Monotonic Stack""]",2200,"[""data structures"",""dp"",""graphs""]",,,,,,,,,
1407-E,"[""1D DP"",""BFS""]",2500,"[""constructive algorithms"",""dp"",""graphs"",""greedy"",""shortest paths""]",,,,,,,,,
1413-A,"[""Simulation""]",800,"[""constructive algorithms"",""math""]",,,,,,,,,
1413-B,"[""Simulation""]",1100,"[""implementation""]",,,,,,,,,
1413-C,"[""Custom Comparator Sorting"",""Sliding Window""]",1900,"[""binary search"",""brute force"",""dp"",""implementation"",""sortings"",""two pointers""]",,,,,,,,,
1413-D,"[""Priority Queue"",""Stack""]",1700,"[""data structures"",""greedy"",""implementation""]",,,,,,,,,
1413-E,"[""Modular Arithmetic""]",2100,"[""greedy"",""math"",""ternary search""]",,,,,,,,,
1413-F,"[""Segment Tree"",""Tree DFS""]",2800,"[""data structures"",""trees""]",,,,,,,,,
142-A,"[""Divisors""]",1600,"[""brute force"",""math""]",,,,,,,,,
142-B,"[""Simulation""]",1800,"[""constructive algorithms"",""greedy"",""implementation""]",,,,,,,,,
142-C,"[""Brute Force Enumeration"",""Simulation""]",2300,"[""brute force"",""dp""]",,,,,,,,,
142-D,"[""DP on DAG""]",2600,"[""games""]",,,,,,,,,
142-E,"[""Distance Between Points""]",3000,"[""geometry""]",,,,,,,,,
1422-A,"[""Polygon Area""]",800,"[""geometry"",""math""]",,,,,,,,,
1422-B,"[""1D DP""]",1300,"[""greedy"",""implementation"",""math""]",,,,,,,,,
1422-C,"[""Digit DP""]",1700,"[""combinatorics"",""dp"",""math""]",,,,,,,,,
1422-D,"[""Dijkstra""]",2300,"[""graphs"",""shortest paths"",""sortings""]",,,,,,,,,
1422-E,"[""1D DP""]",2700,"[""dp"",""greedy"",""implementation"",""strings""]",,,,,,,,,
1422-F,"[""Segment Tree""]",2700,"[""data structures"",""math"",""number theory""]",,,,,,,,,
1423-B,"[""Bipartite Graph Check"",""Max Flow""]",1900,"[""binary search"",""flows"",""graph matchings"",""graphs""]",,,,,,,,,
1423-C,"[""Tree DFS"",""Tree Diameter""]",3500,"[""divide and conquer"",""graphs"",""trees""]",,,,,,,,,
1423-E,"[""Line Intersection"",""Polygon Area""]",2700,"[""geometry""]",,,,,,,,,
1423-F,"[""Modular Arithmetic""]",2700,"[""math""]",,,,,,,,,
1423-G,"[""Segment Tree""]",3500,"[""data structures""]",,,,,,,,,
1423-H,"[""Sliding Window""]",2500,"[""data structures"",""divide and conquer"",""dsu"",""graphs""]",,,,,,,,,
1423-K,"[""Binary Search on Answer""]",1600,"[""binary search"",""math"",""number theory"",""two pointers""]",,,,,,,,,
1423-L,"[""Bitmask Enumeration"",""Simulation""]",2600,"[""meet-in-the-middle""]",,,,,,,,,
1423-M,"[""Binary Search on Answer"",""Simulation""]",2800,"[""interactive""]",,,,,,,,,
143-A,"[""Brute Force Enumeration""]",1000,"[""brute force"",""math""]",,,,,,,,,
143-B,"[""Simulation"",""String Matching""]",1200,"[""implementation"",""strings""]",,,,,,,,,
1433-A,"[""Simulation""]",800,"[""implementation"",""math""]",,,,,,,,,
1433-B,"[""Simulation""]",800,"[""greedy"",""implementation""]",,,,,,,,,
1433-C,"[""Simulation""]",900,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1433-D,,1200,"[""constructive algorithms"",""graphs""]",,,,,,,,,
1433-E,"[""Combinations"",""Permutations""]",1300,"[""combinatorics"",""math""]",,,,,,,,,
1433-F,"[""1D DP"",""Knapsack""]",2100,"[""dp""]",,,,,,,,,
1433-G,"[""Brute Force Enumeration"",""Dijkstra""]",2100,"[""brute force"",""graphs"",""shortest paths""]",,,,,,,,,
1436-A,"[""Prefix Sum""]",800,"[""math""]",,,,,,,,,
1436-C,"[""Binary Search on Array"",""Permutations""]",1500,"[""binary search"",""combinatorics""]",,,,,,,,,
1436-D,"[""Greedy Sorting"",""Tree DFS""]",1900,"[""binary search"",""graphs"",""greedy"",""trees""]",,,,,,,,,
1436-E,"[""Binary Search on Answer"",""Segment Tree""]",2400,"[""binary search"",""data structures"",""two pointers""]",,,,,,,,,
1436-F,"[""Inclusion-Exclusion"",""Modular Arithmetic""]",2800,"[""combinatorics"",""math"",""number theory""]",,,,,,,,,
1437-A,"[""Simulation""]",800,"[""brute force"",""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
1437-B,"[""Simulation""]",1200,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1437-C,"[""1D DP"",""Custom Comparator Sorting""]",1800,"[""dp"",""flows"",""graph matchings"",""greedy"",""math"",""sortings""]",,,,,,,,,
1437-D,"[""BFS"",""Simulation""]",1600,"[""graphs"",""greedy"",""shortest paths"",""trees""]",,,,,,,,,
1437-E,"[""Binary Search on Array"",""Longest Increasing Subsequence""]",2200,"[""binary search"",""constructive algorithms"",""data structures"",""dp"",""implementation""]",,,,,,,,,
1437-F,"[""2D DP"",""Permutations""]",2600,"[""combinatorics"",""dp"",""math"",""two pointers""]",,,,,,,,,
1437-G,"[""Segment Tree"",""Trie""]",2600,"[""data structures"",""string suffix structures"",""strings"",""trees""]",,,,,,,,,
1440-A,"[""Simulation""]",800,"[""implementation"",""math""]",,,,,,,,,
1440-B,"[""Greedy Sorting""]",900,"[""greedy"",""math""]",,,,,,,,,
1441-A,"[""Bitmask Enumeration""]",1800,"[""combinatorics"",""greedy""]",,,,,,,,,
1441-B,"[""Dijkstra""]",2400,"[""graphs"",""shortest paths""]",,,,,,,,,
1441-C,,2800,"[""divide and conquer"",""greedy""]",,,,,,,,,
1441-E,"[""Simulation""]",3400,"[""games"",""interactive""]",,,,,,,,,
1444-A,"[""Divisors"",""Prime Factorization""]",1500,"[""brute force"",""math"",""number theory""]",,,,,,,,,
1444-B,"[""Custom Comparator Sorting"",""Modular Combinations""]",1900,"[""combinatorics"",""math"",""sortings""]",,,,,,,,,
1444-C,"[""Bipartite Graph Check""]",2500,"[""data structures"",""dsu"",""graphs""]",,,,,,,,,
1444-D,"[""1D DP"",""Backtracking""]",2900,"[""constructive algorithms"",""dp"",""geometry""]",,,,,,,,,
1444-E,"[""State Simulation"",""Tree DFS""]",3500,"[""brute force"",""dp"",""graphs"",""interactive"",""trees""]",,,,,,,,,
1445-A,"[""Greedy Sorting""]",800,"[""greedy"",""sortings""]",,,,,,,,,
1445-B,"[""Greedy Sorting""]",900,"[""greedy"",""math""]",,,,,,,,,
1451-A,"[""Greedy Sorting""]",800,"[""greedy"",""math""]",,,,,,,,,
1451-B,"[""1D DP"",""Simulation""]",900,"[""dp"",""greedy"",""implementation"",""strings""]",,,,,,,,,
1451-C,"[""1D DP"",""Simulation""]",1400,"[""dp"",""greedy"",""hashing"",""implementation"",""strings""]",,,,,,,,,
1451-D,"[""Simulation""]",1700,"[""games"",""geometry"",""math""]",,,,,,,,,
1451-E1,"[""Bitmask Enumeration"",""Simulation""]",2000,"[""bitmasks"",""constructive algorithms"",""interactive"",""math""]",,,,,,,,,
1451-E2,"[""Bitmask Enumeration"",""Simulation""]",2300,"[""bitmasks"",""constructive algorithms"",""interactive"",""math""]",,,,,,,,,
1451-F,"[""Bitmask Enumeration"",""State Simulation""]",2700,"[""constructive algorithms"",""games""]",,,,,,,,,
1454-A,"[""Permutations"",""Simulation""]",800,"[""constructive algorithms"",""probabilities""]",,,,,,,,,
1454-B,"[""Simulation""]",800,"[""implementation""]",,,,,,,,,
1454-C,"[""Simulation""]",1200,"[""greedy"",""implementation""]",,,,,,,,,
1454-D,"[""Prime Factorization"",""Simulation""]",1300,"[""constructive algorithms"",""math"",""number theory""]",,,,,,,,,
1454-E,"[""Combinations""]",2000,"[""combinatorics"",""graphs"",""trees""]",,,,,,,,,
1454-F,"[""Segment Tree"",""Sliding Window""]",2100,"[""binary search"",""data structures"",""greedy"",""two pointers""]",,,,,,,,,
1455-A,"[""Simulation""]",800,"[""math"",""number theory""]",,,,,,,,,
1455-B,"[""Simulation""]",1200,"[""constructive algorithms"",""math""]",,,,,,,,,
1455-C,"[""Simulation""]",1100,"[""constructive algorithms"",""games"",""math""]",,,,,,,,,
1455-D,"[""Greedy Sorting""]",1600,"[""dp"",""greedy"",""sortings""]",,,,,,,,,
1455-E,,2400,"[""brute force"",""constructive algorithms"",""flows"",""geometry"",""greedy"",""implementation"",""math"",""ternary search""]",,,,,,,,,
1455-F,"[""1D DP""]",2800,"[""dp"",""greedy""]",,,,,,,,,
1455-G,"[""1D DP"",""Ordered Set""]",2900,"[""data structures"",""dp""]",,,,,,,,,
1458-A,"[""GCD""]",1600,"[""math"",""number theory""]",,,,,,,,,
1458-B,,2000,"[""dp""]",,,,,,,,,
1458-C,"[""Brute Force Enumeration"",""Simulation""]",2700,"[""math"",""matrices""]",,,,,,,,,
1458-D,"[""Simulation""]",3100,"[""data structures"",""graphs"",""greedy""]",,,,,,,,,
1458-E,"[""Simulation""]",3100,"[""data structures"",""games""]",,,,,,,,,
1458-F,"[""Tree DFS"",""Tree DP""]",3500,"[""data structures"",""trees""]",,,,,,,,,
1459-A,"[""Conditional Probability"",""Expected Value""]",800,"[""math"",""probabilities""]",,,,,,,,,
1459-B,"[""1D DP""]",1300,"[""dp"",""math""]",,,,,,,,,
146-A,"[""Brute Force Enumeration"",""Simulation""]",800,"[""implementation""]",,,,,,,,,
146-B,"[""Brute Force Enumeration"",""Simulation""]",1300,"[""brute force"",""implementation""]",,,,,,,,,
1464-F,"[""Lowest Common Ancestor"",""Tree DFS""]",3500,"[""data structures"",""trees""]",,,,,,,,,
1468-A,"[""1D DP""]",2200,"[""data structures"",""dp"",""greedy""]",,,,,,,,,
1468-B,"[""Prefix Sum""]",2900,"[""data structures"",""dsu""]",,,,,,,,,
1468-C,"[""Priority Queue"",""Queue""]",1400,"[""data structures"",""implementation""]",,,,,,,,,
1468-D,"[""Binary Search on Answer"",""Greedy Sorting""]",1700,"[""binary search"",""sortings""]",,,,,,,,,
1468-E,"[""Greedy Sorting""]",800,"[""greedy""]",,,,,,,,,
1468-F,"[""GCD""]",1700,"[""geometry"",""hashing"",""number theory""]",,,,,,,,,
1468-G,"[""Line Intersection""]",2500,"[""binary search"",""geometry""]",,,,,,,,,
1468-H,"[""GCD""]",2200,"[""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
1468-J,"[""Connected Components"",""Greedy Sorting""]",1800,"[""dsu"",""graphs"",""greedy""]",,,,,,,,,
1468-K,"[""Brute Force Enumeration"",""Simulation""]",1600,"[""brute force"",""implementation""]",,,,,,,,,
1468-L,"[""Prime Factorization""]",2700,"[""binary search"",""greedy"",""math"",""number theory""]",,,,,,,,,
1468-M,"[""Graph Representation"",""Hash Map""]",2300,"[""data structures"",""graphs"",""implementation""]",,,,,,,,,
1468-N,"[""Greedy Sorting"",""Simulation""]",900,"[""greedy"",""implementation""]",,,,,,,,,
1469-A,"[""Greedy Sorting"",""Simulation""]",1000,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1469-B,"[""1D DP"",""Greedy Sorting""]",1000,"[""dp"",""greedy""]",,,,,,,,,
1469-C,"[""1D DP"",""Greedy Sorting""]",1600,"[""dp"",""greedy"",""implementation"",""two pointers""]",,,,,,,,,
1469-E,"[""Bitmask Enumeration"",""Suffix Array""]",2400,"[""bitmasks"",""brute force"",""hashing"",""string suffix structures"",""strings"",""two pointers""]",,,,,,,,,
1469-F,"[""BFS"",""Binary Search on Answer""]",2600,"[""binary search"",""data structures"",""greedy""]",,,,,,,,,
147-A,"[""Simulation"",""String Matching""]",1300,"[""implementation"",""strings""]",,,,,,,,,
147-B,"[""Binary Search on Array"",""Cycle Detection""]",2500,"[""binary search"",""graphs"",""matrices""]",,,,,,,,,
1470-A,"[""1D DP"",""Binary Search on Answer""]",1300,"[""binary search"",""dp"",""greedy"",""sortings"",""two pointers""]",,,,,,,,,
1470-B,"[""Bitmask Enumeration"",""Graph Representation""]",1900,"[""bitmasks"",""graphs"",""hashing"",""math"",""number theory""]",,,,,,,,,
1470-C,"[""Binary Search on Array"",""Simulation""]",2500,"[""binary search"",""brute force"",""constructive algorithms"",""interactive""]",,,,,,,,,
1470-D,"[""Graph Representation"",""Simulation""]",2200,"[""constructive algorithms"",""graph matchings"",""graphs"",""greedy""]",,,,,,,,,
1470-E,"[""Binary Search on Answer"",""Permutations""]",3200,"[""binary search"",""combinatorics"",""data structures"",""dp"",""graphs"",""implementation"",""two pointers""]",,,,,,,,,
1470-F,"[""Segment Tree""]",3500,"[""divide and conquer""]",,,,,,,,,
1471-A,"[""Greedy Sorting"",""Modular Arithmetic""]",900,"[""greedy"",""math"",""number theory""]",,,,,,,,,
1471-B,"[""Greedy Sorting"",""Simulation""]",1100,"[""brute force"",""greedy"",""implementation"",""math""]",,,,,,,,,
1475-A,"[""Modular Arithmetic"",""Prime Sieve""]",900,"[""math"",""number theory""]",,,,,,,,,
1475-B,"[""1D DP"",""Modular Arithmetic""]",900,"[""brute force"",""dp"",""math""]",,,,,,,,,
1475-C,"[""Bipartite Graph Check"",""Combinations""]",1400,"[""combinatorics"",""graphs"",""math""]",,,,,,,,,
1475-D,"[""Binary Search on Array"",""Longest Increasing Subsequence""]",1800,"[""binary search"",""dp"",""sortings"",""two pointers""]",,,,,,,,,
1475-E,"[""Combinations"",""GCD""]",1600,"[""combinatorics"",""math"",""sortings""]",,,,,,,,,
1475-F,"[""Brute Force Enumeration"",""Simulation""]",1900,"[""2-sat"",""brute force"",""constructive algorithms""]",,,,,,,,,
1475-G,"[""1D DP"",""GCD""]",1900,"[""dp"",""math"",""number theory"",""sortings""]",,,,,,,,,
1478-A,"[""Greedy Sorting""]",800,"[""brute force"",""greedy""]",,,,,,,,,
1478-B,"[""1D DP"",""Greedy Sorting""]",1100,"[""brute force"",""dp"",""greedy"",""math""]",,,,,,,,,
1478-C,"[""GCD"",""Simulation""]",1700,"[""implementation"",""math"",""sortings""]",,,,,,,,,
1480-A,"[""Greedy Sorting"",""String Matching""]",800,"[""games"",""greedy"",""strings""]",,,,,,,,,
1480-B,"[""Greedy Sorting"",""Simulation""]",900,"[""greedy"",""implementation"",""sortings""]",,,,,,,,,
1481-A,"[""Greedy Sorting"",""String Matching""]",800,"[""greedy"",""strings""]",,,,,,,,,
1481-B,"[""Greedy Sorting"",""Simulation""]",1100,"[""brute force"",""greedy"",""implementation""]",,,,,,,,,
1481-C,"[""Greedy Sorting"",""Simulation""]",1600,"[""brute force"",""constructive algorithms"",""greedy""]",,,,,,,,,
1481-D,"[""Greedy Sorting"",""Simulation""]",2000,"[""brute force"",""constructive algorithms"",""graphs"",""greedy"",""implementation""]",,,,,,,,,
1481-E,"[""1D DP"",""Stack""]",2500,"[""data structures"",""dp"",""greedy""]",,,,,,,,,
1481-F,"[""1D DP"",""Greedy Sorting""]",3100,"[""dp"",""greedy"",""trees""]",,,,,,,,,
1491-A,"[""Greedy Sorting"",""Simulation""]",800,"[""brute force"",""greedy"",""implementation""]",,,,,,,,,
1491-B,"[""GCD""]",1200,"[""brute force"",""math""]",,,,,,,,,
1491-C,"[""1D DP"",""Stack""]",1700,"[""brute force"",""data structures"",""dp"",""greedy"",""implementation""]",,,,,,,,,
1491-D,"[""Bitmask Enumeration"",""Simulation""]",1800,"[""bitmasks"",""constructive algorithms"",""dp"",""greedy"",""math""]",,,,,,,,,
1491-E,"[""DFS"",""Prime Sieve""]",2400,"[""brute force"",""divide and conquer"",""graphs"",""number theory"",""trees""]",,,,,,,,,
1491-F,"[""Binary Search on Array"",""Simulation""]",2700,"[""binary search"",""constructive algorithms"",""interactive""]",,,,,,,,,
1491-G,"[""GCD"",""Simulation""]",2800,"[""constructive algorithms"",""graphs"",""math""]",,,,,,,,,
1491-H,"[""Stack"",""Tree DFS""]",3400,"[""data structures"",""trees""]",,,,,,,,,
1491-I,"[""Stack""]",3500,"[""brute force"",""data structures""]",,,,,,,,,
1494-A,"[""Bitmask Enumeration"",""Simulation""]",900,"[""bitmasks"",""brute force"",""implementation""]",,,,,,,,,
1494-B,"[""Bitmask Enumeration"",""Greedy Sorting""]",1400,"[""bitmasks"",""brute force"",""greedy"",""implementation""]",,,,,,,,,
1494-C,"[""1D DP"",""Binary Search on Array""]",1900,"[""binary search"",""dp"",""greedy"",""implementation"",""two pointers""]",,,,,,,,,
1494-D,"[""Simulation"",""Stack""]",2300,"[""constructive algorithms"",""data structures"",""divide and conquer"",""dsu"",""graphs"",""greedy"",""sortings"",""trees""]",,,,,,,,,
1494-E,"[""Simulation"",""Stack""]",2400,"[""constructive algorithms"",""data structures"",""graphs"",""hashing""]",,,,,,,,,
1494-F,"[""DFS"",""Simulation""]",2900,"[""brute force"",""constructive algorithms"",""graphs"",""implementation""]",,,,,,,,,
1495-A,"[""Distance Between Points"",""Greedy Sorting""]",1200,"[""geometry"",""greedy"",""math"",""sortings""]",,,,,,,,,
1495-B,"[""Greedy Sorting""]",1900,"[""games"",""greedy""]",,,,,,,,,
1495-C,"[""Simulation""]",2300,"[""constructive algorithms"",""graphs""]",,,,,,,,,
1495-D,"[""Combinations"",""DFS""]",2600,"[""combinatorics"",""graphs"",""math"",""shortest paths"",""trees""]",,,,,,,,,
1495-E,"[""Greedy Sorting"",""Stack""]",3200,"[""brute force"",""data structures"",""greedy"",""implementation""]",,,,,,,,,
1495-F,"[""Simulation"",""Stack""]",3300,"[""constructive algorithms"",""data structures"",""dp"",""graphs"",""trees""]",,,,,,,,,
1498-A,"[""GCD""]",800,"[""brute force"",""math""]",,,,,,,,,
1498-B,"[""Binary Search on Array"",""Bitmask Enumeration""]",1300,"[""binary search"",""bitmasks"",""data structures"",""greedy""]",,,,,,,,,
1498-C,"[""1D DP"",""Stack""]",1600,"[""brute force"",""data structures"",""dp""]",,,,,,,,,
1498-E,"[""Custom Comparator Sorting"",""Greedy Sorting""]",2200,"[""brute force"",""graphs"",""greedy"",""interactive"",""sortings""]",,,,,,,,,
1498-F,"[""Bitmask Enumeration"",""Stack""]",2500,"[""bitmasks"",""data structures"",""dp"",""games"",""graphs"",""math"",""trees""]",,,,,,,,,
1499-A,"[""Combinations"",""Simulation""]",800,"[""combinatorics"",""constructive algorithms"",""math""]",,,,,,,,,
1499-B,"[""1D DP"",""Greedy Sorting""]",1000,"[""brute force"",""dp"",""greedy"",""implementation""]",,,,,,,,,
1499-C,"[""Greedy Sorting"",""Stack""]",1500,"[""brute force"",""data structures"",""greedy"",""math""]",,,,,,,,,
1499-D,"[""1D DP"",""GCD""]",2100,"[""dp"",""math"",""number theory""]",,,,,,,,,
1499-E,"[""1D DP"",""Combinations""]",2400,"[""combinatorics"",""dp"",""math"",""strings""]",,,,,,,,,
1499-F,"[""Combinations"",""DFS""]",2400,"[""combinatorics"",""dp"",""graphs"",""trees""]",,,,,,,,,
1499-G,"[""Stack""]",3100,"[""data structures"",""graphs"",""interactive""]",,,,,,,,,
1500-A,"[""GCD"",""Simulation""]",1800,"[""brute force"",""hashing"",""implementation"",""math""]",,,,,,,,,
1500-B,"[""Binary Search on Array"",""GCD""]",2200,"[""binary search"",""brute force"",""chinese remainder theorem"",""math"",""number theory""]",,,,,,,,,
1500-C,"[""Bitmask Enumeration"",""Simulation""]",2600,"[""bitmasks"",""brute force"",""constructive algorithms"",""greedy"",""two pointers""]",,,,,,,,,
1500-D,"[""Custom Comparator Sorting"",""Stack""]",2900,"[""data structures"",""sortings"",""two pointers""]",,,,,,,,,
1500-E,"[""Binary Search on Array"",""Stack""]",3300,"[""binary search"",""data structures""]",,,,,,,,,
1500-F,"[""1D DP""]",3500,"[""dp""]",,,,,,,,,
