student_id,weak_kcs,n_weak,weakest_5,related_kcs
user13310,Bipartite Graph Check;DP on DAG;Max Flow;Topological Sort;Tree DP;flows;graph matchings;graphs;shortest paths,9,Max Flow;graphs;flows;Topological Sort;DP on DAG,BFS;Connected Components;DFS;Priority Queue;Tree DFS;dp
user13311,Dijkstra;Meet-in-the-middle;divide and conquer;dsu;graphs;shortest paths;trees,7,shortest paths;divide and conquer;Dijkstra;Meet-in-the-middle;graphs,Graph Representation;Priority Queue;Queue;Stack;brute force;data structures;dp
user13323,2D DP;geometry;graphs;shortest paths;trees,5,shortest paths;geometry;2D DP;trees;graphs,1D DP;data structures
user13331,Distance Between Points;geometry,2,Distance Between Points;geometry;Max Flow;2-sat;Bipartite Graph Check,math
user13332,String Matching;Suffix Automaton;Tree DFS;hashing;string suffix structures;strings,6,string suffix structures;hashing;Suffix Automaton;String Matching;Tree DFS,DFS;Hash Map;Z Algorithm;binary search;data structures;sortings
user13333,Line Intersection;geometry,2,Line Intersection;geometry;Distance Between Points;graph matchings;Max Flow,Distance Between Points;Orientation Test
user13348,BFS;Knapsack;Queue;Stack;dsu;graphs;shortest paths,7,shortest paths;BFS;Stack;Queue;dsu,2D DP;Graph Representation
user13349,Greedy Sorting;Knapsack;String Matching;Suffix Automaton;Tree Diameter;Two Pointers on Sorted Array;binary search;brute force;dp;hashing;sortings;string suffix structures;strings;trees,14,string suffix structures;Knapsack;hashing;Tree Diameter;strings,2D DP;Hash Map;Recursion;Tree DFS;Z Algorithm;data structures;graphs;implementation;math
user13353,,0,2-sat;Strongly Connected Components;2D DP;Tree DP;trees,
user13361,1D DP;Priority Queue;Tree DFS;binary search;bitmasks;brute force;data structures;divide and conquer;dp;dsu;games;graphs;hashing;probabilities;string suffix structures;trees;two pointers,17,trees;divide and conquer;probabilities;Priority Queue;two pointers,DFS;Hash Map;Queue;Recursion;Stack;combinatorics;implementation;math;sortings;strings
user13382,DP on DAG;Digit DP;Hash Map;divide and conquer;shortest paths;string suffix structures;trees,7,divide and conquer;Digit DP;shortest paths;Hash Map;trees,1D DP;Topological Sort;binary search;data structures;dp;graphs;sortings;strings
user13384,Binary Search on Array;Bipartite Graph Check;Connected Components;DFS;Graph Representation;games;graph matchings;graphs;trees,9,graph matchings;games;graphs;Graph Representation;Connected Components,BFS;combinatorics;data structures;math;sortings
user13405,1D DP;Backtracking;Binary Search on Array;Brute Force Enumeration;Fenwick Tree;Greedy Sorting;Tree DFS;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;flows;geometry;graphs;greedy;implementation;math;number theory;sortings;string suffix structures;strings;trees;two pointers,26,trees;binary search;graphs;string suffix structures;Binary Search on Array,DFS;Recursion;shortest paths
user13411,divide and conquer,1,divide and conquer;graph matchings;flows;shortest paths;Shortest Path in DAG,dp;graphs
user13412,Distance Between Points;Min Cut;geometry;graph matchings,4,Min Cut;geometry;Distance Between Points;graph matchings;Orientation Test,Max Flow;math
user13417,binary search;data structures;divide and conquer;flows;trees,5,divide and conquer;data structures;flows;trees;binary search,dp;graphs;shortest paths;sortings
user1342,flows,1,flows;Polygon Area;Max Flow;Binary Lifting;Priority Queue,graphs;shortest paths
user13424,flows;geometry;two pointers,3,flows;two pointers;geometry;binary search;shortest paths,data structures;graphs;shortest paths
user13425,geometry;graph matchings,2,geometry;graph matchings;flows;Shortest Path in DAG;Binary Search on Answer,
user13449,Prime Factorization;Prime Sieve;State Simulation;binary search;bitmasks;data structures;interactive;sortings;trees,9,binary search;Prime Factorization;Prime Sieve;data structures;State Simulation,Recursion;Simulation;brute force;graphs;math
user13460,interactive,1,interactive;constructive algorithms;bitmasks;2D DP;Binary Search on Answer,Simulation
user13466,Brute Force Enumeration;Cycle Detection;DFS;Prefix Sum;Simulation;String Matching;data structures;graphs,8,DFS;Cycle Detection;String Matching;Brute Force Enumeration;data structures,BFS;Graph Representation;Stack
user13467,,0,geometry;Bipartite Graph Check;Hash Map;ternary search;Tree DFS,
user13469,Distance Between Points;Line Intersection;Sliding Window;flows;geometry,5,geometry;Sliding Window;Line Intersection;flows;Distance Between Points,Orientation Test;graphs;math;shortest paths;sortings
user13478,fft,1,fft;flows;ternary search;two pointers;interactive,dp
user13482,Bitmask Enumeration;interactive;probabilities;shortest paths,4,Bitmask Enumeration;shortest paths;interactive;probabilities;Fast Exponentiation,Simulation;combinatorics;graphs;math
user13485,geometry;graph matchings,2,geometry;graph matchings;Orientation Test;Distance Between Points;Max Flow,
user13487,Distance Between Points;Priority Queue;dsu;geometry;graphs;trees,6,trees;geometry;dsu;graphs;Distance Between Points,Queue;Stack;data structures;math
user13491,BFS;Binary Lifting;Suffix Array;divide and conquer;graphs;hashing;shortest paths;string suffix structures;trees;two pointers,10,string suffix structures;shortest paths;graphs;BFS;two pointers,Graph Representation;Hash Map;Sparse Table;String Matching;Tree DFS;binary search;data structures;dp;sortings;strings
user13504,geometry;graph matchings,2,geometry;graph matchings;Max Flow;flows;Distance Between Points,
user13506,,0,Edit Distance;graphs;trees;shortest paths;Longest Common Subsequence,
user13510,Binary Search on Answer;binary search;bitmasks;graphs;trees,5,Binary Search on Answer;bitmasks;graphs;trees;binary search,Binary Search on Array;brute force;data structures;math;sortings
user13519,Max Flow;geometry,2,geometry;Max Flow;2-sat;flows;Bipartite Graph Check,Priority Queue;graphs
user13532,Binary Lifting;Binary Search on Answer;String Hashing;graph matchings;hashing;trees,6,hashing;graph matchings;Binary Lifting;trees;String Hashing,Binary Search on Array;Hash Map;Sparse Table;Tree DFS;data structures;graphs;strings
user13533,geometry,1,geometry;Distance Between Points;Tree DFS;Tree DP;2D DP,
user13541,,0,2D DP;trees;graphs;hashing;dsu,
user13544,Combinations;Expected Value;Fast Exponentiation;Inclusion-Exclusion;Permutations;Prime Sieve;chinese remainder theorem;data structures;games;hashing;probabilities;shortest paths,12,hashing;games;probabilities;Permutations;Expected Value,Hash Map;Modular Arithmetic;Modular Inverse;combinatorics;graphs;math;strings
user13545,Fenwick Tree,1,Fenwick Tree;fft;interactive;Priority Queue;trees,data structures;sortings
user13556,2D DP;DP on DAG,2,DP on DAG;2D DP;graph matchings;Topological Sort;2-sat,1D DP;Topological Sort;dp
user13562,Tree DFS;data structures;divide and conquer;flows;graphs;probabilities;trees,7,trees;probabilities;graphs;data structures;divide and conquer,DFS;combinatorics;dp;shortest paths
user13575,Convex Hull;Distance Between Points;Line Intersection;Max Flow;Min Cut;Orientation Test;Polygon Area;geometry;graph matchings,9,Min Cut;Line Intersection;Orientation Test;Polygon Area;geometry,Priority Queue;graphs;math;sortings
user13584,geometry,1,geometry;hashing;Connected Components;2-sat;strings,
user13591,Stack;binary search;data structures;dp;graphs;shortest paths,6,shortest paths;graphs;binary search;Stack;dp,Recursion;brute force;sortings
user13596,,0,graph matchings;Max Flow;flows;2-sat;geometry,
user13604,Tree DFS;Tree DP;combinatorics;divide and conquer;flows;geometry;graphs;shortest paths;trees,9,divide and conquer;shortest paths;trees;Tree DFS;Tree DP,DFS;data structures;dp;math
user13611,Distance Between Points;Hash Map;Polygon Area;geometry,4,Polygon Area;geometry;Hash Map;Distance Between Points;Interval DP,data structures;math
user13614,Knapsack;Ordered Set;Prime Factorization;Prime Sieve;data structures;dp;graphs;shortest paths;trees,9,shortest paths;trees;Ordered Set;graphs;dp,2D DP;Recursion;brute force;math
user13625,chinese remainder theorem;games;number theory,3,number theory;games;chinese remainder theorem;Bitmask Enumeration;interactive,Modular Arithmetic;Modular Inverse;combinatorics;math
user13631,,0,geometry;flows;graphs;dsu;trees,
user13643,Knapsack;geometry;shortest paths;ternary search;trees,5,Knapsack;ternary search;trees;shortest paths;geometry,2D DP;Binary Search on Answer;data structures;graphs
user13651,Orientation Test;geometry;graph matchings,3,Orientation Test;geometry;graph matchings;ternary search;binary search,Distance Between Points
user13676,2D DP,1,2D DP;geometry;flows;graph matchings;games,1D DP
user13678,,0,geometry;Polygon Area;Two Pointers on Sorted Array;graphs;two pointers,
user13679,Queue;geometry,2,geometry;Queue;Orientation Test;chinese remainder theorem;Max Flow,Stack
user13692,,0,geometry;Polygon Area;2-sat;Bipartite Graph Check;2D DP,
user13694,BFS;DFS;Ordered Set;Tree DFS;divide and conquer;dsu;graphs;shortest paths,8,Ordered Set;dsu;shortest paths;BFS;divide and conquer,Graph Representation;Queue;Stack;data structures;dp
user1371,,0,graph matchings;flows;Shortest Path in DAG;graphs;Tree DP,
user13718,DP on DAG;geometry,2,geometry;DP on DAG;Topological Sort;flows;string suffix structures,Topological Sort;dp
user13720,Binary Lifting;Fenwick Tree;Min Cut;Multiset;geometry;graph matchings,6,Min Cut;geometry;Multiset;Fenwick Tree;graph matchings,Hash Map;Max Flow;Sparse Table;Tree DFS;data structures;sortings
user13733,geometry,1,geometry;Line Intersection;Distance Between Points;graph matchings;ternary search,
user13736,Convex Hull;geometry,2,geometry;Convex Hull;Orientation Test;graph matchings;Max Flow,Distance Between Points;Orientation Test;sortings
user13744,geometry;graph matchings,2,geometry;graph matchings;flows;Knapsack;Min Cut,
user13770,Line Intersection;geometry,2,Line Intersection;geometry;Max Flow;flows;graph matchings,Distance Between Points;Orientation Test
user13773,Hash Map;Prime Sieve;binary search;brute force;flows;graphs;hashing;shortest paths;string suffix structures;trees,10,graphs;flows;trees;Hash Map;hashing,data structures;implementation;math;sortings;strings
user13779,DP on DAG;fft;ternary search,3,fft;ternary search;DP on DAG;string suffix structures;shortest paths,Binary Search on Answer;Topological Sort;dp
user13780,Segment Tree;brute force;data structures;divide and conquer;dp;geometry;graphs;shortest paths;trees,9,divide and conquer;shortest paths;trees;data structures;geometry,Recursion;implementation;math
user13784,Segment Tree;bitmasks;chinese remainder theorem;data structures;games;interactive;number theory;shortest paths,8,games;interactive;number theory;chinese remainder theorem;bitmasks,Modular Arithmetic;Modular Inverse;Recursion;Simulation;brute force;combinatorics;graphs;math
user13788,1D DP;BFS;binary search;brute force;data structures;dp;graphs;shortest paths;trees;two pointers,10,shortest paths;graphs;brute force;BFS;two pointers,Graph Representation;Recursion;implementation;math;sortings
user13797,divide and conquer;graph matchings;graphs;shortest paths,4,graph matchings;shortest paths;divide and conquer;graphs;flows,dp
user13804,Graph Representation;Monotonic Stack;Tree DFS;Tree DP;data structures;divide and conquer;dp;graphs;hashing;trees,10,divide and conquer;Tree DP;dp;hashing;trees,DFS;Hash Map;Recursion;Stack;brute force;strings
user13809,,0,geometry;shortest paths;2D DP;Floyd-Warshall;trees,
user1381,geometry;shortest paths,2,shortest paths;geometry;Max Flow;flows;divide and conquer,graphs
user13816,geometry,1,geometry;trees;flows;graphs;2D DP,
user13819,2D DP;Meet-in-the-middle;Orientation Test;Tree DFS;graph matchings;graphs;shortest paths;trees,8,Meet-in-the-middle;trees;graph matchings;Tree DFS;2D DP,1D DP;DFS;Distance Between Points;brute force;data structures;dp
user13822,String Matching;Suffix Automaton;divide and conquer;geometry;hashing;string suffix structures,6,string suffix structures;hashing;Suffix Automaton;geometry;String Matching,Hash Map;Z Algorithm;binary search;data structures;dp;graphs;sortings;strings
user13831,Distance Between Points,1,Distance Between Points;graph matchings;geometry;chinese remainder theorem;Interval DP,math
user13847,dsu;graphs,2,graphs;dsu;graph matchings;flows;Bipartite Graph Check,Queue;Stack
user13855,2D DP;graphs;shortest paths;trees,4,shortest paths;graphs;2D DP;trees;Polygon Area,1D DP;data structures
user13856,Distance Between Points;Line Intersection;Max Flow;geometry;graph matchings,5,geometry;graph matchings;Distance Between Points;Line Intersection;Max Flow,Orientation Test;Priority Queue;graphs;math
user13858,2-sat;Dijkstra;Orientation Test;Priority Queue;Tree DP;data structures;dsu;graph matchings;graphs;shortest paths;trees,11,Priority Queue;trees;graph matchings;2-sat;data structures,Distance Between Points;Graph Representation;Queue;Stack;Strongly Connected Components;Tree DFS;dp
user13888,geometry,1,geometry;flows;DP on DAG;Fenwick Tree;DFS,
user13898,flows;geometry;graph matchings,3,geometry;flows;graph matchings;Max Flow;Binary Search on Array,graphs;shortest paths
user13911,Conditional Probability;DFS;Line Intersection;Mo's Algorithm;data structures;geometry;probabilities,7,geometry;Line Intersection;Mo's Algorithm;probabilities;DFS,Distance Between Points;Expected Value;Graph Representation;Orientation Test;Sliding Window;Sqrt Decomposition;combinatorics;sortings
user13924,geometry,1,geometry;Max Flow;flows;Graph Representation;2D DP,
user13925,Convex Hull;Distance Between Points;Max Flow;Priority Queue;Stack;geometry,6,geometry;Distance Between Points;Convex Hull;Max Flow;Stack,Orientation Test;Queue;graphs;math;sortings
user13931,Max Flow;Permutations;Prime Sieve;graph matchings;trees,5,trees;Max Flow;Prime Sieve;graph matchings;Permutations,Priority Queue;data structures;graphs;math
user13937,Binary Search on Answer;Brute Force Enumeration;Difference Array;Fast Exponentiation;Monotonic Stack;Permutations;Prefix Sum;Priority Queue;Segment Tree;interactive,10,Monotonic Stack;Difference Array;Prefix Sum;Permutations;Brute Force Enumeration,Binary Search on Array;Queue;Recursion;Simulation;Stack;data structures;math
user13941,divide and conquer;dp;hashing,3,dp;divide and conquer;hashing;DP on DAG;1D DP,Hash Map;Recursion;brute force;data structures;graphs;strings
user13958,Tree DFS;Tree DP;trees,3,Tree DP;trees;Tree DFS;Line Intersection;graphs,DFS;data structures;dp;graphs
user13969,Binary Search on Answer;Tree DFS;Tree DP;graphs;hashing;interactive;shortest paths;ternary search;trees,9,shortest paths;trees;Tree DP;Tree DFS;ternary search,Binary Search on Array;DFS;Hash Map;Simulation;data structures;dp;strings
user13976,String Matching;Suffix Automaton;binary search;hashing;string suffix structures;strings,6,string suffix structures;hashing;String Matching;Suffix Automaton;strings,Hash Map;Z Algorithm;data structures;sortings
user13982,,0,1D DP;bitmasks;dp;Polygon Area;geometry,
user13989,divide and conquer;geometry;graph matchings,3,graph matchings;divide and conquer;geometry;Max Flow;flows,dp;graphs
user13990,,0,number theory;data structures;binary search;constructive algorithms;two pointers,
user14002,geometry,1,geometry;Polygon Area;Distance Between Points;Priority Queue;Max Flow,
user14025,,0,flows;Fenwick Tree;geometry;Priority Queue;Conditional Probability,
user14034,Dijkstra;Max Flow;flows;geometry;shortest paths,5,Dijkstra;Max Flow;shortest paths;flows;geometry,Graph Representation;Priority Queue;graphs
user14035,Tree DFS;Tree DP;binary search;divide and conquer;graphs;hashing;ternary search;trees,8,hashing;divide and conquer;trees;ternary search;binary search,Binary Search on Answer;DFS;Hash Map;data structures;dp;sortings;strings
user14038,hashing;string suffix structures,2,string suffix structures;hashing;geometry;Shortest Path in DAG;Suffix Automaton,Hash Map;binary search;sortings;strings
user14045,Tree DFS;divide and conquer;dsu;flows;graphs;trees,6,trees;graphs;dsu;flows;Tree DFS,DFS;Queue;Stack;data structures;dp;shortest paths
user14047,graphs;trees,2,trees;graphs;graph matchings;flows;Tree DP,data structures
user14052,Knapsack;geometry,2,Knapsack;geometry;Hash Map;Tree Diameter;Two Pointers on Sorted Array,2D DP
user14059,Tree DFS,1,Tree DFS;geometry;hashing;graph matchings;string suffix structures,DFS
user14066,combinatorics;number theory,2,combinatorics;number theory;dsu;Binary Search on Answer;binary search,math
user14071,Tree DFS;Tree DP;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;geometry;graphs;greedy;implementation;math;probabilities;shortest paths;trees;two pointers,18,trees;Tree DP;binary search;two pointers;brute force,DFS;Recursion;combinatorics;sortings
user14074,Priority Queue;flows;geometry,3,flows;geometry;Priority Queue;Coordinate Compression;dsu,Queue;Stack;graphs;shortest paths
user14086,Max Flow;flows,2,Max Flow;flows;Distance Between Points;Min Cut;shortest paths,Priority Queue;graphs;shortest paths
user14089,Fenwick Tree,1,Fenwick Tree;strings;data structures;hashing;combinatorics,data structures;sortings
user14099,Coordinate Compression;Difference Array;Multiset;Prime Sieve;Simulation;divide and conquer;number theory;ternary search;trees;two pointers,10,Multiset;divide and conquer;Difference Array;trees;number theory,Binary Search on Answer;Hash Map;Stack;data structures;dp;graphs;math;sortings
user14115,Combinations;Fast Exponentiation;geometry;number theory,4,number theory;geometry;Fast Exponentiation;Combinations;Polygon Area,math
user14122,Priority Queue;graph matchings;hashing;string suffix structures,4,graph matchings;string suffix structures;Priority Queue;hashing;Distance Between Points,Hash Map;Queue;Stack;binary search;sortings;strings
user14127,geometry;interactive;shortest paths,3,geometry;shortest paths;interactive;graph matchings;Max Flow,Simulation;graphs
user14130,string suffix structures,1,string suffix structures;Fenwick Tree;geometry;ternary search;hashing,binary search;sortings;strings
user14138,Cycle Detection;Hash Map;Stack;dsu;flows;graph matchings,6,dsu;graph matchings;Stack;Hash Map;flows,BFS;DFS;Queue;data structures;graphs;shortest paths
user14147,geometry,1,geometry;Line Intersection;Distance Between Points;hashing;Max Flow,
user14149,geometry,1,geometry;Polygon Area;probabilities;flows;Max Flow,
user1415,2-sat;Tree DP;Tree Diameter;divide and conquer;geometry;graph matchings,6,Tree Diameter;2-sat;Tree DP;geometry;divide and conquer,Strongly Connected Components;Tree DFS;dp;graphs
user14150,,0,geometry;Queue;Stack;DFS;Convex Hull,
user14152,Binary Search on Array;Hash Map;Ordered Set;Permutations;combinatorics;flows;games;geometry;probabilities;shortest paths;sortings;trees;two pointers,13,geometry;games;Binary Search on Array;combinatorics;sortings,data structures;graphs;math
user14158,Interval DP;Max Flow;Meet-in-the-middle;divide and conquer;dp;flows;graph matchings;graphs;shortest paths,9,Interval DP;graph matchings;Meet-in-the-middle;shortest paths;graphs,2D DP;Priority Queue;Recursion;brute force;data structures
user14167,1D DP,1,1D DP;trees;dp;data structures;games,Recursion;data structures
user14168,fft,1,fft;graph matchings;Distance Between Points;flows;ternary search,dp
user14188,Hash Map;Max Flow;flows;graphs;shortest paths;two pointers,6,Max Flow;flows;two pointers;graphs;Hash Map,Priority Queue;data structures
user14189,2-sat;Bipartite Graph Check;DFS;Dijkstra;Graph Representation;Topological Sort;graph matchings;graphs;interactive;shortest paths,10,2-sat;Bipartite Graph Check;graph matchings;DFS;shortest paths,BFS;Connected Components;Priority Queue;Simulation;Strongly Connected Components
user14205,BFS;Bitmask Enumeration;DFS;Dijkstra;binary search;bitmasks;brute force;data structures;divide and conquer;games;graphs;probabilities;shortest paths;trees,14,shortest paths;games;probabilities;DFS;graphs,Graph Representation;Priority Queue;combinatorics;dp;implementation;math;sortings
user14209,Tree DP;trees,2,Tree DP;trees;geometry;hashing;string suffix structures,Tree DFS;data structures;dp;graphs
user1421,flows;geometry,2,geometry;flows;Interval DP;Priority Queue;hashing,graphs;shortest paths
user14232,Max Flow;Priority Queue;flows,3,Priority Queue;Max Flow;flows;shortest paths;binary search,Queue;Stack;graphs;shortest paths
user14239,Binary Search on Array;Graph Representation;Max Flow;Stack;binary search;bitmasks;brute force;combinatorics;data structures;divide and conquer;dp;flows;graphs;greedy;math;shortest paths;sortings;two pointers,18,graphs;divide and conquer;Graph Representation;flows;binary search,Priority Queue;Recursion;implementation
user14243,Expected Value;Prefix Function;probabilities,3,probabilities;Expected Value;Prefix Function;hashing;Tree Diameter,String Matching;combinatorics
user14246,trees,1,trees;Hash Map;ternary search;Binary Search on Answer;binary search,data structures;graphs
user14266,Trie;data structures;interactive;strings;trees,5,strings;trees;data structures;Trie;interactive,Simulation;String Matching;graphs
user14278,graph matchings,1,graph matchings;flows;graphs;Dijkstra;Shortest Path in DAG,
user14285,Distance Between Points;Polygon Area,2,Polygon Area;Distance Between Points;Bipartite Graph Check;Convex Hull;Prefix Function,math
user14287,Permutations;Tree DFS;Tree DP;geometry;graphs;hashing;trees,7,Tree DP;Tree DFS;trees;hashing;geometry,DFS;Hash Map;data structures;dp;math;strings
user14298,Convex Hull;Line Intersection;Orientation Test;geometry,4,Orientation Test;Line Intersection;geometry;Convex Hull;flows,Distance Between Points;sortings
user14302,chinese remainder theorem;games;interactive,3,chinese remainder theorem;interactive;games;number theory;geometry,Modular Arithmetic;Modular Inverse;Simulation;combinatorics;math
user14305,Activity Selection;Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;DFS;Hash Map;Interval Scheduling;Knapsack;Prime Sieve;Segment Tree;Simulation;Tree DFS;Tree DP;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;greedy;implementation;number theory;sortings;trees;two pointers,27,divide and conquer;trees;brute force;Brute Force Enumeration;graphs,2D DP;Graph Representation;Recursion;math
user14308,Bitmask DP;Hash Map;Tree DP;bitmasks;shortest paths;trees;two pointers,7,bitmasks;Hash Map;shortest paths;two pointers;Bitmask DP,1D DP;Tree DFS;brute force;data structures;dp;graphs;math
user14328,,0,data structures;bitmasks;Segment Tree;dp;combinatorics,
user14336,BFS;Binary Search on Array;Segment Tree;String Matching;Tree DP;binary search;bitmasks;brute force;divide and conquer;dp;graphs;shortest paths;string suffix structures;ternary search;trees,15,graphs;Binary Search on Array;binary search;shortest paths;string suffix structures,Binary Search on Answer;Graph Representation;Recursion;Tree DFS;data structures;implementation;math;sortings;strings
user14342,,0,Max Flow;flows;geometry;shortest paths;2-sat,
user14346,2-sat;Min Cut;Monotonic Stack;Strongly Connected Components;Tree DFS;Tree DP;binary search;flows;graph matchings;graphs;trees,11,Min Cut;graphs;trees;Tree DP;2-sat,BFS;DFS;Max Flow;Stack;data structures;dp;shortest paths;sortings
user14349,,0,graphs;games;trees;interactive;number theory,
user14360,interactive;probabilities,2,probabilities;interactive;Max Flow;trees;Hash Map,Simulation;combinatorics
user14361,Binary Search on Answer;Bitmask DP;Interval DP;Tree DP;Tree Diameter;dp;graphs;trees,8,trees;Bitmask DP;Interval DP;Tree DP;dp,1D DP;2D DP;Binary Search on Array;Recursion;Tree DFS;bitmasks;brute force;data structures
user14369,BFS;Knapsack;Trie;hashing;interactive;shortest paths,6,Trie;hashing;BFS;shortest paths;interactive,2D DP;Graph Representation;Hash Map;Simulation;String Matching;graphs;strings
user14377,,0,graphs;Combinations;combinatorics;Modular Combinations;Difference Array,
user14393,Line Intersection;geometry,2,Line Intersection;geometry;Max Flow;flows;graphs,Distance Between Points;Orientation Test
user14395,GCD,1,GCD;Simulation;math;graphs;trees,
user14403,Convex Hull;Distance Between Points;Max Flow;Tree DP;geometry,5,Distance Between Points;geometry;Convex Hull;Tree DP;Max Flow,Orientation Test;Priority Queue;Tree DFS;dp;graphs;math;sortings
user14404,geometry,1,geometry;Distance Between Points;graph matchings;Line Intersection;Orientation Test,
user14406,Prime Factorization,1,Prime Factorization;graph matchings;shortest paths;divide and conquer;geometry,Prime Sieve
user14411,geometry,1,geometry;Orientation Test;graph matchings;flows;hashing,
user14423,Bipartite Graph Check;Connected Components;Dijkstra;Max Flow;graph matchings;graphs,6,Bipartite Graph Check;Connected Components;Dijkstra;graphs;graph matchings,BFS;DFS;Graph Representation;Priority Queue
user14435,,0,shortest paths;BFS;Strongly Connected Components;Topological Sort;graphs,
user14442,Backtracking;Graph Representation;Hash Map;Segment Tree;brute force;divide and conquer;dp;trees,8,Hash Map;divide and conquer;dp;Segment Tree;Backtracking,Recursion;data structures;graphs;implementation;math
user14450,graphs,1,graphs;geometry;ternary search;Binary Search on Answer;dsu,
user14454,geometry;graph matchings,2,geometry;graph matchings;Max Flow;flows;Distance Between Points,
user14477,Tree DP,1,Tree DP;Orientation Test;graph matchings;Max Flow;dsu,Tree DFS;dp
user14479,,0,interactive;hashing;ternary search;Bitmask Enumeration;Hash Map,
user14488,,0,geometry;probabilities;Bipartite Graph Check;Combinations;Expected Value,
user1449,Bipartite Graph Check;Distance Between Points;Lowest Common Ancestor;Max Flow;Priority Queue;Tree DFS;geometry;graph matchings,8,Max Flow;Distance Between Points;Lowest Common Ancestor;Bipartite Graph Check;geometry,BFS;DFS;Queue;Stack;graphs;math
user1450,2-sat;Polygon Area;flows;geometry,4,Polygon Area;geometry;2-sat;flows;graph matchings,Distance Between Points;Strongly Connected Components;graphs;shortest paths
user14501,Distance Between Points;geometry,2,Distance Between Points;geometry;Polygon Area;2-sat;flows,math
user14502,,0,geometry;Strongly Connected Components;Topological Sort;Binary Search on Answer;Tree DP,
user14527,Polygon Area;Priority Queue;geometry,3,geometry;Priority Queue;Polygon Area;Distance Between Points;graph matchings,Distance Between Points;Queue;Stack
user14533,graph matchings,1,graph matchings;Distance Between Points;Cycle Detection;geometry;flows,
user1455,binary search;two pointers,2,two pointers;binary search;graph matchings;trees;geometry,data structures;sortings
user1456,bitmasks,1,bitmasks;geometry;Distance Between Points;two pointers;Ordered Set,brute force;math
user14565,,0,geometry;2D DP;ternary search;Bitmask DP;graphs,
user14576,,0,graph matchings;Dijkstra;flows;shortest paths;Cycle Detection,
user14588,Distance Between Points;Max Flow;Tree DFS;Tree DP;geometry;graph matchings,6,Max Flow;graph matchings;Tree DFS;geometry;Distance Between Points,DFS;Priority Queue;dp;graphs;math
user14592,geometry,1,geometry;Max Flow;graph matchings;Knapsack;flows,
user14598,Bipartite Graph Check;Max Flow;Min Cut;Tree DFS;Tree DP;flows;graph matchings;graphs;string suffix structures;strings;trees,11,Min Cut;Max Flow;flows;trees;graph matchings,BFS;DFS;Priority Queue;binary search;data structures;dp;shortest paths;sortings
user14601,geometry,1,geometry;Distance Between Points;Max Flow;flows;graph matchings,
user14605,Knapsack;graph matchings,2,graph matchings;Knapsack;Orientation Test;Max Flow;geometry,2D DP
user14607,,0,trees;geometry;graph matchings;Tree DFS;2D DP,
user14611,geometry;interactive,2,geometry;interactive;flows;Distance Between Points;dsu,Simulation
user14617,Line Intersection;Orientation Test;geometry;graph matchings,4,geometry;Line Intersection;graph matchings;Orientation Test;Distance Between Points,Distance Between Points
user14622,2-sat;Backtracking;Binary Search on Answer;Binary Search on Array;Brute Force Enumeration;Connected Components;binary search;constructive algorithms;geometry;graph matchings;graphs,11,Binary Search on Array;Backtracking;graph matchings;binary search;constructive algorithms,BFS;DFS;Recursion;Strongly Connected Components;data structures;implementation;sortings
user14633,geometry,1,geometry;Max Flow;flows;Distance Between Points;hashing,
user14641,Connected Components;DFS;Graph Representation;Priority Queue;graphs;shortest paths,6,Connected Components;Graph Representation;shortest paths;graphs;Priority Queue,BFS;Queue;Stack
user14647,Cycle Detection;Hash Map;Priority Queue;flows;graphs;interactive;shortest paths;trees,8,Priority Queue;interactive;shortest paths;Cycle Detection;trees,BFS;DFS;Queue;Simulation;Stack;data structures
user1466,State Simulation;interactive;shortest paths;string suffix structures,4,shortest paths;string suffix structures;State Simulation;interactive;Hash Map,Recursion;Simulation;binary search;graphs;sortings;strings
user14665,,0,Hash Map;Greedy Sorting;Custom Comparator Sorting;graphs;sortings,
user14670,BFS;Binary Search on Array;Convex Hull;DFS;Line Intersection;binary search;dp;flows;geometry;graphs;shortest paths;strings;trees,13,graphs;shortest paths;Line Intersection;trees;geometry,Distance Between Points;Graph Representation;Orientation Test;Recursion;brute force;data structures;sortings
user14674,Edit Distance;divide and conquer,2,Edit Distance;divide and conquer;Binary Search on Array;Longest Common Subsequence;2-sat,2D DP;Longest Common Subsequence;dp;graphs
user14677,,0,geometry;Hash Map;interactive;Ordered Set;2D DP,
user1468,brute force;divide and conquer;hashing;implementation;strings,5,strings;divide and conquer;brute force;hashing;implementation,Hash Map;data structures;dp;graphs;math
user14690,Distance Between Points;Max Flow;geometry;graph matchings,4,geometry;Distance Between Points;graph matchings;Max Flow;Line Intersection,Priority Queue;graphs;math
user14694,Hash Map;flows,2,Hash Map;flows;Max Flow;shortest paths;2D DP,data structures;graphs;shortest paths
user14695,,0,geometry;graphs;string suffix structures;brute force;Distance Between Points,
user14700,Binary Search on Answer;Binary Search on Array;Expected Value;Prefix Sum;Tree DFS;binary search;bitmasks;data structures;graphs;interactive;number theory;probabilities;shortest paths;trees,14,trees;shortest paths;Binary Search on Answer;graphs;binary search,DFS;Simulation;Stack;brute force;combinatorics;math;sortings
